continent2,review
Asia,"Yeap good place to see monkeys. If you are lucky, get one of the guides there to take photo for you with the monkey. They have a technique to take a photo to make it look like the monkey is taking a selfie with you.

80k per pax for entry."
Asia,"You canâ€™t visit Ubud and not go to Monkey Forest - the monkeys are confident and inquisitive, you will be fine as Long as you do not have food in your bag or are carrying anything...if you get down Low or sit donâ€™t be surprised if you have a monkey get onto your back / shoulders. You will get some great photos and will be an enjoyable half day activity"
Asia,"Fun to watch monkeys in natural habitats, sometimes even fighting over territory. Every now and then you'll see some monkeys gettin it on lol. There can be certain spots where alot of monkeys run past you, not for those who are afraid of animals for sure.

1 minor gripe is they should focus a little more on cleanliness since we need to be alert on stepping on monkey poo, and also they should make it mandatory for visitors to wash their hands/face upon entry/exit of the park."
Asia,"Nice walk in this tropical forest with, obviously, monkeys everywhere.
It is good to be cautious as they will try to steal anything from you: hat, sunglasses, handphone or even open your backpack...
Also ppease to follow the instruction, for example do not feed them or try to grab them...
Overall nice place with also some small art exhibition...
Enjoy and do not litter :)
"
Asia,"We spent few days in Ubud, and this monkey Forest just close to our hotel. Just walked to reach it. Beautiful forest with a lot of monkey inside. We bough some bananas in the entrance to feed them. Overall this is nice little forest, fresh air and clean."
Asia,"Magical vibe, beautiful place. This is perhaps the main attraction that must be visited in Ubud. However, it is necessary to be very careful with monkeys and it is better not to approach them close and not to touch."
Asia,"A great experience to walk around and watch the monkeys.
Cost 80,000 rupiahs pp to get in.
Not allowed to take food or plastics in
Just be aware that you are really close to the moneys and some do jump on you.
It is enjoyable to watch them play and jump on trees and swing from branch to branch
Worth a visit"
Asia,"Number of keys and a forest inside a city is bit surprising. As we had young kids, we didnt stay longer. As long as we follow the rules written there, no harm from monkeys :)"
Asia,"My partner and I visited the sanctuary towards the end of the day. The park closes at 6pm and we were there at around 4.30pm. We decided to go for it since it is said you could finish the sanctuary within an hour. True enough, we finished in an hour. You may think it might get crowded with it being such a popular tourist destination, but because the area is so big, the crowd disperse and you're pretty much enjoying the sights of the monkeys. I've seen a woman being harrased by a monkey and a man being treated like a chair (yes the monkey was on his head!) but this shouldn't deter you from visiting the sanctuary. In fact, those two visitors sure had a chuckle. Respect the rules and you will have an enjoyable time. It's amazing to see how the mummy monkeys always stay close to their babies, the alpha monkeys scaring the others away when they walk towards the food and couples picking hair for their partners. We even saw a monkey doing some rolling, as if it was making dough! They're so much alike us humans!"
Asia,"Interesting to see lots of monkeys
The monkeys will open your backpack and steal stuff
We saw a woman get a superficial monkey bite
Overall cool experience"
Asia,"the monkey forest is not big - can finish within one couple of hours , but nicely designed and great for a walk with family."
Asia,I was honestly scared by some of the monkey's aggressive behaviour but I managed to snap one with it!
Asia,"I liked this park and seeing the monkeys was great. They are quite used to humans and during my visit I didn't see any aggressive monkeys. When I was taking a picture, 3 monkeys climbed me! So if you're scared of monkeys I wouldn't recommend it. I was fine with it, had a good laugh. But apparently you need to be careful with that, they warned us not to let them climb us and especially get to our head. All in all it was an ok experience, nothing too special."
